sku,jul,sep,grainger_cat,GC,ag,zg,az,ag_jul,zg_jul,az_jul,grainger,zoro,is_jul,is_sep
sku1996,"2 Marketplace","2 Marketplace","Pumps, Plumbing & Test",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1997,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku1998,"2 Marketplace","2 Marketplace","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1999,"4 SSA","2 Marketplace",Electrical,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2,"4 SSA","4 SSA",Metalworking,Other,"3 Grainger Better","3 Grainger Better","3 Zoro Better","3 Grainger Better","3 Grainger Better","5 Amazon Better",1,1,"4 Both","3 Grainger"
sku20,"4 SSA","1 Unavailable","Hand Tools",Other,"1 Neither","1 Neither","1 Neither","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,0,"1 None","1 None"
sku200,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2000,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku2001,"1 Unavailable","1 Unavailable","Hand Tools","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku2002,"1 Unavailable","1 Unavailable","Material Handling",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","3 Grainger"
sku2003,"4 SSA","2 Marketplace","Hand Tools",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2004,"4 SSA","2 Marketplace","Hand Tools",Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku2005,"2 Marketplace","2 Marketplace","Material Handling",Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku2006,"4 SSA","4 SSA","Power Transmission",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku2007,"2 Marketplace","2 Marketplace","Power Transmission",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku2008,"4 SSA","4 SSA","Hand Tools",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"4 Both","4 Both"
sku2009,"4 SSA","4 SSA","Material Handling",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku201,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","4 Same","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2010,"4 SSA","4 SSA","Material Handling",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2011,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2012,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2013,"4 SSA","4 SSA",Electrical,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku2014,"4 SSA","4 SSA","Hand Tools",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","1 None"
sku2015,"2 Marketplace","2 Marketplace","Power Transmission",Other,"3 Grainger Better","3 Grainger Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2016,"2 Marketplace","2 Marketplace",Electrical,Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","3 Grainger"
sku2017,"1 Unavailable","1 Unavailable",Lighting,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku2018,"1 Unavailable","1 Unavailable",Lighting,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku2019,"1 Unavailable","1 Unavailable",Lighting,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku202,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","4 Same","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2020,"1 Unavailable","1 Unavailable",Lighting,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku2021,"2 Marketplace","2 Marketplace",Lighting,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku2022,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","3 Grainger Better","2 Zoro Only",1,0,"1 None","1 None"
sku2023,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku2024,"4 SSA","4 SSA","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2025,"2 Marketplace","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2026,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","3 Grainger"
sku2027,"2 Marketplace","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2028,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2029,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku203,"3 FBA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2030,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2031,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2032,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2033,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2034,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2035,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2036,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2037,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2038,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2039,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku204,"3 FBA","4 SSA","Safety & Security",Other,"5 Amazon Better","4 Same","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2040,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2041,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2042,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2043,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2044,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2045,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2046,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2047,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2048,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2049,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku205,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","4 Same","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2050,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2051,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2052,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2053,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2054,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2055,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2056,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2057,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2058,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2059,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku206,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku2060,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2061,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2062,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2063,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2064,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2065,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2066,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2067,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2068,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2069,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku207,"4 SSA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2070,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2071,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","4 Same","2 Zoro Only",1,0,"1 None","1 None"
sku2072,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","4 Same","2 Zoro Only",1,1,"1 None","1 None"
sku2073,"1 Unavailable","1 Unavailable",Electrical,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku2074,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku2075,"4 SSA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2076,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2077,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2078,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"4 Both","1 None"
sku2079,"2 Marketplace","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku208,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku2080,"1 Unavailable","1 Unavailable",Electrical,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku2081,"2 Marketplace","2 Marketplace",HVAC,"Grainger Choice","3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku2082,"2 Marketplace","2 Marketplace",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku2083,"4 SSA","4 SSA",HVAC,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku2084,"4 SSA","4 SSA",HVAC,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku2085,"1 Unavailable","1 Unavailable",HVAC,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"4 Both","4 Both"
sku2086,"4 SSA","4 SSA","Material Handling",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku2087,"4 SSA","4 SSA",Electrical,Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,1,"1 None","1 None"
sku2088,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku2089,"2 Marketplace","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku209,"1 Unavailable","1 Unavailable",HVAC,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2090,"2 Marketplace","1 Unavailable","Power Transmission",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku2091,"2 Marketplace","2 Marketplace","Power Tools",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","3 Grainger"
sku2092,"2 Marketplace","2 Marketplace",Other,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2093,"2 Marketplace","2 Marketplace","Material Handling",Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku2094,"2 Marketplace","2 Marketplace",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku2095,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"3 Grainger","1 None"
sku2096,"2 Marketplace","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2097,"2 Marketplace","1 Unavailable","Hand Tools",Other,"1 Neither","6 Zoro Only","2 Zoro Only","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,1,"1 None","1 None"
sku2098,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2099,"1 Unavailable","1 Unavailable",Electrical,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","3 Grainger"
sku21,"1 Unavailable","1 Unavailable",HVAC,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku210,"2 Marketplace","2 Marketplace","Hand Tools","Grainger Choice","5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku2100,"2 Marketplace","2 Marketplace","Pumps, Plumbing & Test",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2101,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"4 Both","1 None"
sku2102,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"4 Both","1 None"
sku2103,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","4 Same",1,0,"4 Both","3 Grainger"
sku2104,"1 Unavailable","1 Unavailable","Pumps, Plumbing & Test",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku2105,"2 Marketplace","2 Marketplace","Safety & Security",Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku2106,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","3 Grainger"
sku2107,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku2108,"2 Marketplace","2 Marketplace",Electrical,"Grainger Choice","5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku2109,"2 Marketplace","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","3 Grainger"
sku211,"1 Unavailable","1 Unavailable",HVAC,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2110,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"3 Grainger","1 None"
sku2111,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",0,0,"3 Grainger","1 None"
sku2112,"1 Unavailable","1 Unavailable","Power Transmission","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2113,"1 Unavailable","1 Unavailable","Power Transmission","Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2114,"1 Unavailable","1 Unavailable","Power Transmission",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","3 Grainger"
sku2115,"1 Unavailable","1 Unavailable","Power Transmission",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku2116,"1 Unavailable","1 Unavailable","Cleaning & Maintenance",Other,"2 Grainger Only","4 Same","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku2117,"1 Unavailable","1 Unavailable","Power Transmission",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku2118,"2 Marketplace","2 Marketplace",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"4 Both","4 Both"
sku2119,"1 Unavailable","1 Unavailable","Power Transmission",Other,"1 Neither","1 Neither","1 Neither","1 Neither","6 Zoro Only","2 Zoro Only",0,0,"1 None","1 None"
sku212,"4 SSA","3 FBA","Hand Tools",Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku2120,"1 Unavailable","1 Unavailable",HVAC,Other,"1 Neither","1 Neither","1 Neither","1 Neither","6 Zoro Only","2 Zoro Only",0,0,"1 None","1 None"
sku2121,"1 Unavailable","1 Unavailable","Power Transmission",Other,"1 Neither","1 Neither","1 Neither","1 Neither","6 Zoro Only","2 Zoro Only",0,0,"1 None","1 None"
sku2122,"1 Unavailable","1 Unavailable","Power Transmission",Other,"1 Neither","1 Neither","1 Neither","1 Neither","6 Zoro Only","2 Zoro Only",0,0,"1 None","1 None"
